Getting a better estimate of effective ion recombination coefficient
using profiles from Osepian et. al. 2009
1: altitude (km)
2: coeff (cm^3/s)

1	2
60	0.0001
62.5	0.00003
65	0.000007
67.5	0.000003
70	0.000002
72.5	0.0000014
75 	0.0000011
77.5	0.0000007
80	0.0000004
82.5	0.0000003
85	0.00000025
90	0.00000023
